FMID,MarketName,Website,Facebook,Facebook_Link,Twitter,Twitter_Link,Youtube,Youtube_Link,OtherMedia,OtherMedia_Link,street,street_valid,city,city_valid,County,County_valid,State,zip,zip_valid,full_address,Season1Date,Season1StartDate,Season1EndDate,Season1Time,Season2Date,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3StartDate,Season3EndDate,Season3Time,Season4Date,Season4StartDate,Season4EndDate,Season4Time,longitude,latitude,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Organic_valid,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1016826,Lincoln Heights Village Farmers Market,,LHV Farmers Market,,,,,,,,Douglas & Oliver,,Wichita,Wichita,Sedgwick,Sedgwick,Kansas,67218,67218,,05/03/2017 to 10/01/2017,2017-05-03T00:00:00Z,2017-10-01T00:00:00Z,Wed: 7:00 AM-11:00 AM;,,,,,,,,,,,,,-97.28089399999999,37.686211,,Y,N,N,N,N,-,,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,2017-02-07T15:44:12Z
1001048,Lincoln Hills Sun City Farmers Market,http://www.Salleorchards.com,salle orchards,,,,,,,,965 Orchard Creek Lodge,965 Orchard Creek,Lincoln,Lincoln,Placer,Placer,California,,,,05/20/2015 to 11/18/2015,2015-05-20T00:00:00Z,2015-11-18T00:00:00Z,Wed: 8:00 AM-12:00 PM;,,,,,,,,,,,,,-121.27699199999999,38.868909,,Y,Y,Y,Y,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2015-03-31T15:26:52Z
1000096,Lincoln Hospital Greenmarket,http://www.grownyc.org,https://www.facebook.com/bronxgreenmarkets,https://www.facebook.com/bronxgreenmarkets,,,,,,,149 St & Morris,,Bronx,Bronx,Bronx,Bronx,New York,10451,10451,,06/28/2013 to 11/22/2013,2013-06-28T00:00:00Z,2013-11-22T00:00:00Z,Tue: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;,,,,,,,,,,,,,-73.92273840000001,40.817388,Other,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-23T14:42:14Z
1002497,Lincoln Park (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,,,,,2000 N-700 W lincoln Park High School Parking lot,,Chicago,Chicago,Cook,Cook,Illinois,60602,60602,,,,,,,,,,,,,,,,,,-87.6709,41.8971,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000905,Lincoln Park Farmers Market,,https://www.facebook.com/pages/Lincoln-Park-Farmers-Market/208206362528258,https://www.facebook.com/pages/Lincoln-Park-Farmers-Market/208206362528258,https://twitter.com/LPFarmersMarket,https://twitter.com/LPFarmersMarket,,,,,"Painter's Supply Parking Lot, Fort Street & Southfield Road Corner, between I-75 and Fort Street",,Lincoln Park,Lincoln Park,Wayne,Wayne,Michigan,48146,48146,,05/05/2013 to 10/27/2013,2013-05-05T00:00:00Z,2013-10-27T00:00:00Z,Sun: 11:00 AM-4:00 PM;,05/04/2014 to 10/26/2014,2014-05-04T00:00:00Z,2014-10-26T00:00:00Z,Sun: 11:00 AM-4:00 PM;,06/05/2016 to 10/30/2016,2016-06-05T00:00:00Z,2016-10-30T00:00:00Z,Sun: 11:00 AM-4:00 PM;,,,,,-83.17754599999999,42.250043,,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,2016-06-27T13:23:21Z
1011062,Lincoln Park Farmers Market,http://www.communityactionduluth.org/seeds/market.html,,,,,,,,,3002 West 3rd St.,,Duluth,Duluth,Lake,Lake,Minnesota,55806,55806,,06/25/2015 to 10/22/2015,2015-06-25T00:00:00Z,2015-10-22T00:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,,,,,,,-92.1388546,46.7604162,,Y,N,N,N,Y,-,,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2015-04-21T14:39:07Z
1002974,Lincoln Piedmont Farmers Market,,,,,,,,,,Piedmont Shopping Center,,Lincoln,Lincoln,Lincoln,Lincoln,Nebraska,68510,68510,,,,,,,,,,,,,,,,,,-96.6817,40.8069,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1003553,Lincoln Road Farmers Market,http://www.themarketcompany.orgwww.themarketcompany.org,,,,,,,,,Lincoln Road (between Washington and Meridian),,Miami,Miami,Miami-Dade,,Florida,33139,33139,,January to December,,,sun:9:00 AM - 6:30 PM;,,,,,,,,,,,,,-80.13394,25.790589999999998,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-02T11:19:01Z
1002498,Lincoln Square Chicago Farmers Market,http://www.cityofchicago.org/specialevents,,,,,,,,,City parking lot adjacent to Brown Line station,,Chicago,Chicago,Cook,Cook,Illinois,60602,60602,,,,,,,,,,,,,,,,,,-87.8054,41.9891,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1011688,Lincoln University Farmers Market,http://lincolnufarmersmarket.com/,Lincoln University Farmers' Market,,,,,,,,900 Leslie Blvd.,900 Leslie Blvd,Jefferson City,Jefferson City,Cole,Cole,Missouri,65101,65101,"900 Leslie Blvd, Jefferson City, Missouri 65101",04/18/2015 to 10/03/2015,2015-04-18T00:00:00Z,2015-10-03T00:00:00Z,Sat: 9:00 AM-12:00 PM;,11/07/2015 to 03/19/2016,2015-11-07T00:00:00Z,2016-03-19T00:00:00Z,Sat: 9:00 AM-10:00 AM;,,,,,,,,,-92.175744,38.55744,,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,2015-09-10T20:59:32Z
1007044,Lincolnview Farms,,,,,,,,,,,,Van Wert,Van Wert,Van Wert County,Van Wert County,Ohio,,,,,,,,,,,,,,,,,,,,-84.5837,40.8688,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1002684,Lincolnville Farmers' Market,http://www.lincolnvillefarmersmarket.com,,,,,,,,,399 S. Riberia St.,399 S. Riberia,Saint Augustine,Saint Augustine,St. Johns,,Florida,32084,32084,"399 S. Riberia, Saint Augustine, Florida 32084",,,,,,,,,,,,,,,,,-81.313401,29.879389,Other,N,N,N,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-12T21:48:27Z
1002996,Lincolnville Farmers' Market,http://www.lincolnvillefarmersmkt.org/,,,,,,,,,2531 U.S. Route 1,2531 U.S. Route,Lincolnville,Lincolnville,Waldo,Waldo,Maine,04849,04849,"2531 U.S. Route, Lincolnville, Maine 04849",,,,,,,,,,,,,,,,,-69.0086,44.2822,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010162,Linda Vista Certified Farmers Market,http://www.sdfarmbureau.org,https://www.facebook.com/LindaVistaFarmersMarket,https://www.facebook.com/LindaVistaFarmersMarket,,,,,,,6939 Linda Vista Road,6939 Linda Vista,San Diego,San Diego,San Diego,San Diego,California,92111,92111,"6939 Linda Vista, San Diego, California 92111",01/01/2016 to 12/31/2016,2016-01-01T00:00:00Z,2016-12-31T00:00:00Z,Thu: 2:00 PM-7:00 PM;,,,,,,,,,,,,,-117.170726,32.785138,,Y,Y,Y,Y,Y,-,,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,2016-06-27T15:18:07Z
1006420,Linden Farmers Market,http://www.slpr.net,,,,,,,,,N. Main Street,,Linden,Linden,Genesee,Genesee,Michigan,48451,48451,,,,,,,,,,,,,,,,,,-83.7814,42.8153,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-04T13:12:00Z
1001436,Lindon Farmers Market,,,,,,,,,,60 N. State Street,60 N. State,Lindon,Lindon,Utah,Utah,Utah,84042,84042,"60 N. State, Lindon, Utah 84042",,,,,,,,,,,,,,,,,-111.71600000000001,40.3385,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000444,Lindstrom Farmers Market II,http://www.lindstrom.mn.org,,,,,,,,,Hwy. 8 @ St. Bridget's Catholic Church,,Lindstrom,Lindstrom,Chisago,Chisago,Minnesota,55045,55045,,,,,,,,,,,,,,,,,,-92.8913,45.3605,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1006829,LINN PLACE MARKET,,,,,,,,,,20TH STREET and PARK PLACE,,BIRMINGHAM,BIRMINGHAM,Jefferson,Jefferson,Alabama,35203,35203,,,,,Wed: 8:00 AM-1:00 PM;,,,,,,,,,,,,,-86.808933,33.524519,Closed-off public street,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-06-17T14:11:12Z
1001737,Linn Street Farmers Market,,,,,,,,,,203 E. Linn Street,203 E. Linn,Marshalltown,Marshalltown,Marshall,Marshall,Iowa,50158,50158,"203 E. Linn, Marshalltown, Iowa 50158",,,,,,,,,,,,,,,,,-92.9096,42.0467,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010833,Linton Farmers' Market,http://lintonfarmersmarket.com,facebook.com/pages/Linton-Farmers-Market/165773460258379,facebook.com/pages/Linton-Farmers-Market/165773460258379,,,,,,,Highway 54,,Linton,Linton,Greene,Greene,Indiana,,,,06/04/2016 to 09/24/2016,2016-06-04T00:00:00Z,2016-09-24T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-87.148315,39.037665000000004,,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,2016-02-05T15:43:05Z
1003334,Lion's Park and Midland Spur Rd.,http://www.basaltsundaymarket.com,,,,,,,,,,,Basalt,Basalt,Eagle,Eagle,Colorado,,,,,,,,,,,,,,,,,,,,-105.676,37.4107,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1009791,Lipoa Street Farmer's Market ,,https://www.facebook.com/LipoaMarket,https://www.facebook.com/LipoaMarket,,,,,,,95 Lipoa Street,95 Lipoa Street,Kihei ,Kihei,Maui,Maui,Hawaii,96753,96753,"95 Lipoa Street, Kihei, Hawaii 96753",01/01/2014 to 12/31/2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,Sat: 8:30 AM-11:00 AM;,,,,,,,,,,,,,-156.45257800000002,20.7484484,Private business parking lot,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2014-04-04T18:21:56Z
1006322,Lisbon Farmers Market,http://www.lisbonnd.com,,,,,,,,,800 Main Street,800 Main Street,Lisbon,Lisbon,Ransom,Ransom,North Dakota,58054,58054,"800 Main Street, Lisbon, North Dakota 58054",July to September,,,Mon:3:30 pm - 6:00 pm;Thu:3:30 pm - 6:00 pm;,,,,,,,,,,,,,-97.6814,46.4385,Private business parking lot,N,N,N,N,N,-,,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2011-05-16T13:57:08Z
1006666,Lisbon Farmers Market,http://www.lisbonmainstreet.org,,,,,,,,,North Main Street,,Lisbon,Lisbon,Grafton,Grafton,New Hampshire,03585,03585,,,,,,,,,,,,,,,,,,-71.911,44.2141,Private business parking lot,N,N,N,N,N,-,,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011-06-13T13:21:27Z
1006707,Lisbon Farmers Market,,,,,,,,,,Main Street,,Lisbon,Lisbon,,,Iowa,52253,52253,,,,,,,,,,,,,,,,,,-91.4035,41.9217,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1012680,Lisle French Market,http://www.bensidounmidwestmarkets.com/,facebook.com/LisleFrenchMarket,facebook.com/LisleFrenchMarket,https://twitter.com/BensidounMarket,https://twitter.com/BensidounMarket,,,https://www.instagram.com/bensidounfrenchmarket/,https://www.instagram.com/bensidounfrenchmarket/,Garfield Ave. North of Burlington,,Lisle,Lisle,DuPage,DuPage,Illinois,60532,60532,,06/11/2016 to 09/03/2016,2016-06-11T00:00:00Z,2016-09-03T00:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,,,,,,,-88.07611800000001,41.799605,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,2016-07-16T17:18:31Z
1005869,Litchfield Hills Farm-Fresh Market,http://www.lhfs-ct.org,https://www.facebook.com/LHFoodSystems,https://www.facebook.com/LHFoodSystems,https://twitter.com/LHFoodSystems,https://twitter.com/LHFoodSystems,,,,,421 Bantam Road,421 Bantam Road,Litchfield,Litchfield,Litchfield,Litchfield,Connecticut,06759,06759,"421 Bantam Road, Litchfield, Connecticut 06759",10/26/2013 to 06/07/2014,2013-10-26T00:00:00Z,2014-06-07T00:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,,,,,,,-73.215132,41.739177000000005,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,2014-03-31T18:07:05Z
1005868,Litchfield Hills Farm-Fresh Market,http://www.lhfs-ct.org,https://www.facebook.com/LHFoodSystems,https://www.facebook.com/LHFoodSystems,https://twitter.com/LHFoodSystems,https://twitter.com/LHFoodSystems,,,,,125 West Street,125 West Street,Litchfield,Litchfield,Litchfield,Litchfield,Connecticut,06759,06759,"125 West Street, Litchfield, Connecticut 06759",01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Sat: 10:00 AM-1:00 PM;,06/14/2014 to 10/18/2014,2014-06-14T00:00:00Z,2014-10-18T00:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,,,-73.193256,41.745429,Educational institution,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,2014-03-31T18:03:12Z
1005912,Lititz Farmers Market,http://www.lititzfarmersmarket.com,https://www.facebook.com/lititzfarmermarket,https://www.facebook.com/lititzfarmermarket,,,,,,,45 North Water Street.,45 North Water,Lititz,Lititz,Lancaster,Lancaster,Pennsylvania,17543,17543,"45 North Water, Lititz, Pennsylvania 17543",05/10/2014 to 10/11/2014,2014-05-10T00:00:00Z,2014-10-11T00:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,,,,-76.30116,40.1573,Private business parking lot,Y,N,N,Y,Y,-,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2014-03-31T15:57:48Z
1008432,Little Elm Farmers' Market,http://www.littleelm.org/FM,https://www.facebook.com/LittleElmFarmersMarket,https://www.facebook.com/LittleElmFarmersMarket,https://twitter.com/LEFarmersMarket,https://twitter.com/LEFarmersMarket,,,,,Eldorado and FM 423,,Little Elm,Little Elm,Denton,Denton,Texas,75068,75068,,05/10/2014 to 10/18/2014,2014-05-10T00:00:00Z,2014-10-18T00:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,,,,-96.8873756,33.1782705,Private business parking lot,Y,N,N,N,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,2014-03-31T17:37:11Z
1007013,Little Falls ABC Farmers Market & More,,,,,,,,,,Union Ave. & Main St.,,Little Falls,Little Falls,Passaic,Passaic,New Jersey,,,,,,,,,,,,,,,,,,,,-74.2335,40.8828,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1003963,Little Falls Farmers & Flea Market,,,,,,,,,,"MBT Bank lot, Albany St.",,Little Falls,Little Falls,Herkimer,Herkimer,New York,,,,,,,,,,,,,,,,,,,,-74.8583,43.0428,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1002711,Little Falls Farmers Market,,,,,,,,,,Northwest 1st Street,,Little Falls,Little Falls,Morrison,Morrison,Minnesota,56345,56345,,,,,,,,,,,,,,,,,,-94.3768,45.9793,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1009290,Little Falls Original Farmers Market ,http://www.littlefallsfarmersmarket.com/,https://www.facebook.com/LFFarmersMarket,https://www.facebook.com/LFFarmersMarket,,,,,,,2nd St. Se and Hwy 27,,Little Falls,Little Falls,,,Minnesota,,,,,,,,,,,,,,,,,,,,-94.361,45.9762,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1006339,Little Horn  State Bank Farmers Market,http://www.littlehornstatebank.com,,,,,,,,,835 North Center Ave,835 North Center,Hardin,Hardin,Big Horn,Big Horn,Montana,59034,59034,"835 North Center, Hardin, Montana 59034",,,,,,,,,,,,,,,,,-107.60600000000001,45.7372,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1007221,Little Miss Sweet Peas Farmers Market,,,,,,,,,,431 E. Geneva St.,431 E. Geneva,Elkhorn,Elkhorn,Walworth,Walworth,Wisconsin,,,,,,,,,,,,,,,,,,,,-88.5355,42.6694,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1012027,Little River Farmers Market,http://waccamawmarkets.org/,https://www.facebook.com/WaccamawMarketCooperative/,https://www.facebook.com/WaccamawMarketCooperative/,,,,,,,4460 Mineola Ave,4460 Mineola Ave,Little River,Little River,Horry,Horry,South Carolina,29566,29566,"4460 Mineola Ave, Little River, South Carolina 29566",05/04/2016 to 10/26/2016,2016-05-04T00:00:00Z,2016-10-26T00:00:00Z,Wed: 1:00 PM-6:00 PM;,,,,,,,,,,,,,-78.611249,33.872124,,Y,Y,Y,Y,Y,-,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,2016-06-27T13:21:15Z
1012540,Little Rock River Market,,Little Rock Farmers' Market,,,,,,,,400 President Clinton Ave,400 President Clinton,Little Rock,Little Rock,Pulaski,Pulaski,Arkansas,72201,72201,"400 President Clinton, Little Rock, Arkansas 72201",05/07/2016 to 09/24/2016,2016-05-07T00:00:00Z,2016-09-24T00:00:00Z,Sat: 7:00 AM-3:00 PM;,,,,,,,,,,,,,-92.2661212,34.7476891,,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,2016-07-13T16:03:13Z
1005652,Littlebird's Marketplace,,,,,,,,,,Lawn at corner of School Lane and Pine Drive,,Seeley Lake,Seeley Lake,Missoula,Missoula,Montana,59868,59868,,,,,,,,,,,,,,,,,,-113.475,47.1668,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-16T10:29:00Z
1002163,Littleton Farmers Market,,,,,,,,,,Litttle Senior Center off Cottage Street.,,Littleton,Littleton,Grafton,Grafton,New Hampshire,03561,03561,,June to October,,,sun:10:00 am - 2:00 pm;,,,,,,,,,,,,,-71.7703,44.3056,Private business parking lot,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2011-05-05T21:40:45Z
1004172,Live Oak Farmers Market,http://www.santacruzfarmersmarket.org,https://www.facebook.com/santacruzfarmersmarket,https://www.facebook.com/santacruzfarmersmarket,https://twitter.com/SCFarmersMkts,https://twitter.com/SCFarmersMkts,,,,,15th East Cliff Dr.,,Live Oak,Live Oak,Santa Cruz,Santa Cruz,California,95062,95062,,01/01/2014 to 12/31/2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-121.99041899999999,36.963640999999996,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,6/6/2014 12:54:42 PM
1009241,Livermore Certified Farmers Market ,http://www.pcfma.com/market_home.php?market_id=6,https://www.facebook.com/LivermoreFarmersMarket,https://www.facebook.com/LivermoreFarmersMarket,,,,,,,Carnegie Park at 3rd and J St. ,,Livermore,Livermore,,,California,94551,94551,,,,,,,,,,,,,,,,,,-121.76799999999999,37.6802,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1006558,Livermore Farmers' Market,http://www.pcfma.com/livermore,,,,,,,,,2152 Second Street,2152 Second Street,Livermore,Livermore,Alameda,Alameda,California,94550,94550,"2152 Second Street, Livermore, California 94550",May to October,,,Thu:4:00 PM - 8:00 PM;,,,,,,,,,,,,,-121.76854499999999,37.679541,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-06-13T18:37:20Z
1006559,Livermore Farmers' Market,http://www.pcfma.com/livermore,,,,,,,,,Railroad Ave. & L Street,,Livermore,Livermore,Alameda,Alameda,California,94550,94550,,January to December,,,sun:10:00 AM - 2:00 PM;,,,,,,,,,,,,,-121.7720489,37.6826009,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2012-06-13T18:37:20Z
1001686,Livingston Farmers Market,,,,,,,,,,Northeast corner Livingston Ave and Mt. Pleasant Ave,,Livingston,Livingston,Essex,Essex,New Jersey,07039,07039,,,,,,,,,,,,,,,,,,-74.3151,40.7961,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-16T18:34:00Z
1002153,Livingston Farmers Market,,,,,,,,,,115 Franklin Street,115 Franklin Street,Livingston,Livingston,Sumter,Sumter,Alabama,35470,35470,"115 Franklin Street, Livingston, Alabama 35470",,,,,,,,,,,,,,,,,-88.1884,32.5833,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1005691,Livingston Farmers Market,,https://www.facebook.com/LivingstonFarmersMarket,https://www.facebook.com/LivingstonFarmersMarket,https://twitter.com/lvngstnmrkt,https://twitter.com/lvngstnmrkt,,,,,Corner of Hwy 463 & Hwy 22,,Madison,Madison,Madison,Madison,Mississippi,39110,39110,,05/16/2013 to 10/31/2013,2013-05-16T00:00:00Z,2013-10-31T00:00:00Z,Thu: 4:00 PM-8:00 PM;,,,,,,,,,,,,,-90.216589,32.550925,Other,Y,N,N,N,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-17T11:16:50Z
1012641,Livingston Farmers Market,http://www.westernsustainabilityexchange.org,,,,,,,,,215 W. River Drive ,215 W. River,Livingston,Livingston,Park,Park,Montana,59047,59047,"215 W. River, Livingston, Montana 59047",06/01/2016 to 09/21/2016,2016-06-01T00:00:00Z,2016-09-21T00:00:00Z,Wed: 4:30 PM-7:30 PM;,,,,,,,,,,,,,-110.55674499999999,45.654233000000005,,Y,N,N,Y,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,2016-07-15T10:44:27Z
1002157,Livingston Farmers Market,,,,,,,,,,,,Denham Springs,Denham Springs,Livingston,Livingston,Louisiana,,,,,,,,,,,,,,,,,,,,-90.9632,30.4842,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1006946,Livingston Farmers Market Co-op,,,,,,,,,,111 U.S. Highway 59 North Loop,111 U.S. Highway,Livingston,Livingston,Polk,Polk,Texas,77351,77351,"111 U.S. Highway, Livingston, Texas 77351",,,,,,,,,,,,,,,,,-94.947,30.6733,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1018418,Livonia Farmers Market,,The Wilson Barn,,,,,,,,29350 W. Chicago,29350 W. Chicago,Livonia,Livonia,Wayne,Wayne,Michigan,48150,48150,"29350 W. Chicago, Livonia, Michigan 48150",07/08/2017 to ,,,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-83.33199499999999,42.362596,,Y,N,N,N,N,-,,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2017-06-26T21:21:13Z
1018495,Lloyd Farmers Market,http://www.lloydfarmersmarket.com,https://www.facebook.com/lloydfarmersmarket/,https://www.facebook.com/lloydfarmersmarket/,https://twitter.com/lloydmkt,https://twitter.com/lloydmkt,,,,,NE Holladay St. between 7th and 9th,,Portland,Portland,Multnomah,Multnomah,Oregon,,,,01/01/2017 to 12/31/2017,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z,Tue: 10:00 AM-2:00 PM;,,,,,,,,,,,,,-122.6573311,45.52968189999999,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,2017-06-30T13:22:10Z
1003898,LMU Farmers Market,,,,,,,,,,,,Los Angeles,Los Angeles,Los Angeles,Los Angeles,California,,,,September to April,,,Thu:10:00 AM - 2:00 PM;,,,,,,,,,,,,,-118.24368490000002,34.0522342,Educational institution,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2012-04-25T16:21:20Z
